,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Relatives,Alone,Title
592,0,3,1,47.0,0,0,7.25,2,0,0.0,2
593,0,3,0,24.805396191100083,0,2,7.75,1,2,1.0,1
594,0,2,1,37.0,1,0,26.0,2,1,1.0,2
595,0,3,1,36.0,1,1,24.15,2,2,1.0,2
596,1,2,0,11.831894986784096,0,0,33.0,2,0,0.0,1
597,0,3,1,49.0,0,0,0.0,2,0,0.0,2
598,0,3,1,32.39247638874712,0,0,7.225,0,0,0.0,2
599,1,1,1,49.0,1,0,56.9292,0,1,1.0,4
600,1,2,0,24.0,2,1,27.0,2,3,1.0,3
601,0,3,1,27.210377476814877,0,0,7.8958,2,0,0.0,2
602,0,1,1,9.893043616931111,0,0,42.4,2,0,0.0,2
603,0,3,1,44.0,0,0,8.05,2,0,0.0,2
604,1,1,1,35.0,0,0,26.55,0,0,0.0,2
605,0,3,1,36.0,1,0,15.55,2,1,1.0,2
606,0,3,1,30.0,0,0,7.8958,2,0,0.0,2
607,1,1,1,27.0,0,0,30.5,2,0,0.0,2
608,1,2,0,22.0,1,2,41.5792,0,3,1.0,3
609,1,1,0,40.0,0,0,153.4625,2,0,0.0,1
610,0,3,0,39.0,1,5,31.275,2,6,1.0,3
611,0,3,1,33.733653640933184,0,0,7.05,2,0,0.0,2
612,1,3,0,42.822920938455006,1,0,15.5,1,1,1.0,1
613,0,3,1,44.490434136549865,0,0,7.75,1,0,0.0,2
614,0,3,1,35.0,0,0,8.05,2,0,0.0,2
615,1,2,0,24.0,1,2,65.0,2,3,1.0,1
616,0,3,1,34.0,1,1,14.4,2,2,1.0,2
617,0,3,0,26.0,1,0,16.1,2,1,1.0,3
618,1,2,0,4.0,2,1,39.0,2,3,1.0,1
619,0,2,1,26.0,0,0,10.5,2,0,0.0,2
620,0,3,1,27.0,1,0,14.4542,0,1,1.0,2
621,1,1,1,42.0,1,0,52.5542,2,1,1.0,2
622,1,3,1,20.0,1,1,15.7417,0,2,1.0,2
623,0,3,1,21.0,0,0,7.8542,2,0,0.0,2
624,0,3,1,21.0,0,0,16.1,2,0,0.0,2
625,0,1,1,61.0,0,0,32.3208,2,0,0.0,2
626,0,2,1,57.0,0,0,12.35,1,0,0.0,4
627,1,1,0,21.0,0,0,77.9583,2,0,0.0,1
628,0,3,1,26.0,0,0,7.8958,2,0,0.0,2
629,0,3,1,23.024770247864115,0,0,7.7333,1,0,0.0,2
630,1,1,1,80.0,0,0,30.0,2,0,0.0,2
631,0,3,1,51.0,0,0,7.0542,2,0,0.0,2
632,1,1,1,32.0,0,0,30.5,0,0,0.0,4
633,0,1,1,37.500205009012994,0,0,0.0,2,0,0.0,2
634,0,3,0,9.0,3,2,27.9,2,5,1.0,1
635,1,2,0,28.0,0,0,13.0,2,0,0.0,1
636,0,3,1,32.0,0,0,7.925,2,0,0.0,2
637,0,2,1,31.0,1,1,26.25,2,2,1.0,2
638,0,3,0,41.0,0,5,39.6875,2,5,1.0,3
639,0,3,1,27.00061835264723,1,0,16.1,2,1,1.0,2
640,0,3,1,20.0,0,0,7.8542,2,0,0.0,2
641,1,1,0,24.0,0,0,69.3,0,0,0.0,4
642,0,3,0,2.0,3,2,27.9,2,5,1.0,1
643,1,3,1,29.499471732956803,0,0,56.4958,2,0,0.0,2
644,1,3,0,0.75,2,1,19.2583,0,3,1.0,1
645,1,1,1,48.0,1,0,76.7292,0,1,1.0,2
646,0,3,1,19.0,0,0,7.8958,2,0,0.0,2
647,1,1,1,56.0,0,0,35.5,0,0,0.0,4
648,0,3,1,32.02716531259848,0,0,7.55,2,0,0.0,2
649,1,3,0,23.0,0,0,7.55,2,0,0.0,1
650,0,3,1,27.210377476814877,0,0,7.8958,2,0,0.0,2
651,1,2,0,18.0,0,1,23.0,2,1,1.0,1
652,0,3,1,21.0,0,0,8.4333,2,0,0.0,2
653,1,3,0,14.51603385243483,0,0,7.8292,1,0,0.0,1
654,0,3,0,18.0,0,0,6.75,1,0,0.0,1
655,0,2,1,24.0,2,0,73.5,2,2,1.0,2
656,0,3,1,27.210377476814877,0,0,7.8958,2,0,0.0,2
657,0,3,0,32.0,1,1,15.5,1,2,1.0,3
658,0,2,1,23.0,0,0,13.0,2,0,0.0,2
659,0,1,1,58.0,0,2,113.275,0,2,1.0,2
660,1,1,1,50.0,2,0,133.65,2,2,1.0,4
661,0,3,1,40.0,0,0,7.225,0,0,0.0,2
662,0,1,1,47.0,0,0,25.5875,2,0,0.0,2
663,0,3,1,36.0,0,0,7.4958,2,0,0.0,2
664,1,3,1,20.0,1,0,7.925,2,1,1.0,2
665,0,2,1,32.0,2,0,73.5,2,2,1.0,2
666,0,2,1,25.0,0,0,13.0,2,0,0.0,2
667,0,3,1,29.66352947403074,0,0,7.775,2,0,0.0,2
668,0,3,1,43.0,0,0,8.05,2,0,0.0,2
669,1,1,0,34.9952440191044,1,0,52.0,2,1,1.0,3
670,1,2,0,40.0,1,1,39.0,2,2,1.0,3
671,0,1,1,31.0,1,0,52.0,2,1,1.0,2
672,0,2,1,70.0,0,0,10.5,2,0,0.0,2
673,1,2,1,31.0,0,0,13.0,2,0,0.0,2
674,0,2,1,29.881061370848247,0,0,0.0,2,0,0.0,2
675,0,3,1,18.0,0,0,7.775,2,0,0.0,2
676,0,3,1,24.5,0,0,8.05,2,0,0.0,2
677,1,3,0,18.0,0,0,9.8417,2,0,0.0,1
678,0,3,0,43.0,1,6,46.9,2,7,1.0,3
679,1,1,1,36.0,0,1,512.3292,0,1,1.0,2
680,0,3,0,11.398946931841268,0,0,8.1375,1,0,0.0,1
681,1,1,1,27.0,0,0,76.7292,0,0,0.0,2
682,0,3,1,20.0,0,0,9.225,2,0,0.0,2
683,0,3,1,14.0,5,2,46.9,2,7,1.0,2
684,0,2,1,60.0,1,1,39.0,2,2,1.0,2
685,0,2,1,25.0,1,2,41.5792,0,3,1.0,2
686,0,3,1,14.0,4,1,39.6875,2,5,1.0,2
687,0,3,1,19.0,0,0,10.1708,2,0,0.0,2
688,0,3,1,18.0,0,0,7.7958,2,0,0.0,2
689,1,1,0,15.0,0,1,211.3375,2,1,1.0,1
690,1,1,1,31.0,1,0,57.0,2,1,1.0,2
691,1,3,0,4.0,0,1,13.4167,0,1,1.0,1
692,1,3,1,29.499471732956803,0,0,56.4958,2,0,0.0,2
693,0,3,1,25.0,0,0,7.225,0,0,0.0,2
694,0,1,1,60.0,0,0,26.55,2,0,0.0,4
695,0,2,1,52.0,0,0,13.5,2,0,0.0,2
696,0,3,1,44.0,0,0,8.05,2,0,0.0,2
697,1,3,0,15.89516936141154,0,0,7.7333,1,0,0.0,1
698,0,1,1,49.0,1,1,110.8833,0,2,1.0,2
699,0,3,1,42.0,0,0,7.65,2,0,0.0,2
700,1,1,0,18.0,1,0,227.525,0,1,1.0,3
701,1,1,1,35.0,0,0,26.2875,2,0,0.0,2
702,0,3,0,18.0,0,1,14.4542,0,1,1.0,1
703,0,3,1,25.0,0,0,7.7417,1,0,0.0,2
704,0,3,1,26.0,1,0,7.8542,2,1,1.0,2
705,0,2,1,39.0,0,0,26.0,2,0,0.0,2
706,1,2,0,45.0,0,0,13.5,2,0,0.0,3
707,1,1,1,42.0,0,0,26.2875,2,0,0.0,2
708,1,1,0,22.0,0,0,151.55,2,0,0.0,1
709,1,3,1,24.293474945068514,1,1,15.2458,0,2,1.0,0
710,1,1,0,24.0,0,0,49.5042,0,0,0.0,4
711,0,1,1,49.33323538992275,0,0,26.55,2,0,0.0,2
712,1,1,1,48.0,1,0,52.0,2,1,1.0,2
713,0,3,1,29.0,0,0,9.4833,2,0,0.0,2
714,0,2,1,52.0,0,0,13.0,2,0,0.0,2
715,0,3,1,19.0,0,0,7.65,2,0,0.0,2
716,1,1,0,38.0,0,0,227.525,0,0,0.0,1
717,1,2,0,27.0,0,0,10.5,2,0,0.0,1
718,0,3,1,33.60308643832727,0,0,15.5,1,0,0.0,2
719,0,3,1,33.0,0,0,7.775,2,0,0.0,2
720,1,2,0,6.0,0,1,33.0,2,1,1.0,1
721,0,3,1,17.0,1,0,7.0542,2,1,1.0,2
722,0,2,1,34.0,0,0,13.0,2,0,0.0,2
723,0,2,1,50.0,0,0,13.0,2,0,0.0,2
724,1,1,1,27.0,1,0,53.1,2,1,1.0,2
725,0,3,1,20.0,0,0,8.6625,2,0,0.0,2
726,1,2,0,30.0,3,0,21.0,2,3,1.0,3
727,1,3,0,15.89516936141154,0,0,7.7375,1,0,0.0,1
728,0,2,1,25.0,1,0,26.0,2,1,1.0,2
729,0,3,0,25.0,1,0,7.925,2,1,1.0,1
730,1,1,0,29.0,0,0,211.3375,2,0,0.0,1
731,0,3,1,11.0,0,0,18.7875,0,0,0.0,2
732,0,2,1,29.881061370848247,0,0,0.0,2,0,0.0,2
733,0,2,1,23.0,0,0,13.0,2,0,0.0,2
734,0,2,1,23.0,0,0,13.0,2,0,0.0,2
735,0,3,1,28.5,0,0,16.1,2,0,0.0,2
736,0,3,0,48.0,1,3,34.375,2,4,1.0,3
737,1,1,1,35.0,0,0,512.3292,0,0,0.0,2
738,0,3,1,27.210377476814877,0,0,7.8958,2,0,0.0,2
739,0,3,1,27.210377476814877,0,0,7.8958,2,0,0.0,2
740,1,1,1,54.50534876371383,0,0,30.0,2,0,0.0,2
741,0,1,1,36.0,1,0,78.85,2,1,1.0,2
742,1,1,0,21.0,2,2,262.375,0,4,1.0,1
743,0,3,1,24.0,1,0,16.1,2,1,1.0,2
744,1,3,1,31.0,0,0,7.925,2,0,0.0,2
745,0,1,1,70.0,1,1,71.0,2,2,1.0,4
746,0,3,1,16.0,1,1,20.25,2,2,1.0,2
747,1,2,0,30.0,0,0,13.0,2,0,0.0,1
748,0,1,1,19.0,1,0,53.1,2,1,1.0,2
749,0,3,1,31.0,0,0,7.75,1,0,0.0,2
750,1,2,0,4.0,1,1,23.0,2,2,1.0,1
751,1,3,1,6.0,0,1,12.475,2,1,1.0,0
752,0,3,1,33.0,0,0,9.5,2,0,0.0,2
753,0,3,1,23.0,0,0,7.8958,2,0,0.0,2
754,1,2,0,48.0,1,2,65.0,2,3,1.0,3
755,1,2,1,0.67,1,1,14.5,2,2,1.0,0
756,0,3,1,28.0,0,0,7.7958,2,0,0.0,2
757,0,2,1,18.0,0,0,11.5,2,0,0.0,2
758,0,3,1,34.0,0,0,8.05,2,0,0.0,2
759,1,1,0,33.0,0,0,86.5,2,0,0.0,4
760,0,3,1,19.000357045510324,0,0,14.5,2,0,0.0,2
761,0,3,1,41.0,0,0,7.125,2,0,0.0,2
762,1,3,1,20.0,0,0,7.2292,0,0,0.0,2
763,1,1,0,36.0,1,2,120.0,2,3,1.0,3
764,0,3,1,16.0,0,0,7.775,2,0,0.0,2
765,1,1,0,51.0,1,0,77.9583,2,1,1.0,3
766,0,1,1,60.6915976094549,0,0,39.6,0,0,0.0,4
767,0,3,0,30.5,0,0,7.75,1,0,0.0,1
768,0,3,1,50.18711017500428,1,0,24.15,1,1,1.0,2
769,0,3,1,32.0,0,0,8.3625,2,0,0.0,2
770,0,3,1,24.0,0,0,9.5,2,0,0.0,2
771,0,3,1,48.0,0,0,7.8542,2,0,0.0,2
772,0,2,0,57.0,0,0,10.5,2,0,0.0,3
773,0,3,1,32.39247638874712,0,0,7.225,0,0,0.0,2
774,1,2,0,54.0,1,3,23.0,2,4,1.0,3
775,0,3,1,18.0,0,0,7.75,2,0,0.0,2
776,0,3,1,44.490434136549865,0,0,7.75,1,0,0.0,2
777,1,3,0,5.0,0,0,12.475,2,0,0.0,1
778,0,3,1,23.024770247864115,0,0,7.7375,1,0,0.0,2
779,1,1,0,43.0,0,1,211.3375,2,1,1.0,3
780,1,3,0,13.0,0,0,7.2292,0,0,0.0,1
781,1,1,0,17.0,1,0,57.0,2,1,1.0,3
782,0,1,1,29.0,0,0,30.0,2,0,0.0,2
783,0,3,1,20.398864134945068,1,2,23.45,2,3,1.0,2
784,0,3,1,25.0,0,0,7.05,2,0,0.0,2
785,0,3,1,25.0,0,0,7.25,2,0,0.0,2
786,1,3,0,18.0,0,0,7.4958,2,0,0.0,1
787,0,3,1,8.0,4,1,29.125,1,5,1.0,0
788,1,3,1,1.0,1,2,20.575,2,3,1.0,0
789,0,1,1,46.0,0,0,79.2,0,0,0.0,2
790,0,3,1,44.490434136549865,0,0,7.75,1,0,0.0,2
791,0,2,1,16.0,0,0,26.0,2,0,0.0,2
792,0,3,0,17.740905264236254,8,2,69.55,2,10,1.0,1
793,0,1,1,48.00672861491075,0,0,30.6958,0,0,0.0,2
794,0,3,1,25.0,0,0,7.8958,2,0,0.0,2
795,0,2,1,39.0,0,0,13.0,2,0,0.0,2
796,1,1,0,49.0,0,0,25.9292,2,0,0.0,4
797,1,3,0,31.0,0,0,8.6833,2,0,0.0,3
798,0,3,1,30.0,0,0,7.2292,0,0,0.0,2
799,0,3,0,30.0,1,1,24.15,2,2,1.0,3
800,0,2,1,34.0,0,0,13.0,2,0,0.0,2
801,1,2,0,31.0,1,1,26.25,2,2,1.0,3
802,1,1,1,11.0,1,2,120.0,2,3,1.0,0
803,1,3,1,0.42,0,1,8.5167,0,1,1.0,0
804,1,3,1,27.0,0,0,6.975,2,0,0.0,2
805,0,3,1,31.0,0,0,7.775,2,0,0.0,2
806,0,1,1,39.0,0,0,0.0,2,0,0.0,2
807,0,3,0,18.0,0,0,7.775,2,0,0.0,1
808,0,2,1,39.0,0,0,13.0,2,0,0.0,2
809,1,1,0,33.0,1,0,53.1,2,1,1.0,3
810,0,3,1,26.0,0,0,7.8875,2,0,0.0,2
811,0,3,1,39.0,0,0,24.15,2,0,0.0,2
812,0,2,1,35.0,0,0,10.5,2,0,0.0,2
813,0,3,0,6.0,4,2,31.275,2,6,1.0,1
814,0,3,1,30.5,0,0,8.05,2,0,0.0,2
815,0,1,1,37.500205009012994,0,0,0.0,2,0,0.0,2
816,0,3,0,23.0,0,0,7.925,2,0,0.0,1
817,0,2,1,31.0,1,1,37.0042,0,2,1.0,2
818,0,3,1,43.0,0,0,6.45,2,0,0.0,2
819,0,3,1,10.0,3,2,27.9,2,5,1.0,0
820,1,1,0,52.0,1,1,93.5,2,2,1.0,3
821,1,3,1,27.0,0,0,8.6625,2,0,0.0,2
822,0,1,1,38.0,0,0,0.0,2,0,0.0,4
823,1,3,0,27.0,0,1,12.475,2,1,1.0,3
824,0,3,1,2.0,4,1,39.6875,2,5,1.0,0
825,0,3,1,19.009217654944067,0,0,6.95,1,0,0.0,2
826,0,3,1,29.499471732956803,0,0,56.4958,2,0,0.0,2
827,1,2,1,1.0,0,2,37.0042,0,2,1.0,0
828,1,3,1,44.490434136549865,0,0,7.75,1,0,0.0,2
829,1,1,0,62.0,0,0,80.0,2,0,0.0,3
830,1,3,0,15.0,1,0,14.4542,0,1,1.0,3
831,1,2,1,0.83,1,1,18.75,2,2,1.0,0
832,0,3,1,24.60836452059819,0,0,7.2292,0,0,0.0,2
833,0,3,1,23.0,0,0,7.8542,2,0,0.0,2
834,0,3,1,18.0,0,0,8.3,2,0,0.0,2
835,1,1,0,39.0,1,1,83.1583,0,2,1.0,1
836,0,3,1,21.0,0,0,8.6625,2,0,0.0,2
837,0,3,1,30.65516736544374,0,0,8.05,2,0,0.0,2
838,1,3,1,32.0,0,0,56.4958,2,0,0.0,2
839,1,1,1,41.996792503050145,0,0,29.7,0,0,0.0,2
840,0,3,1,20.0,0,0,7.925,2,0,0.0,2
841,0,2,1,16.0,0,0,10.5,2,0,0.0,2
842,1,1,0,30.0,0,0,31.0,0,0,0.0,1
843,0,3,1,34.5,0,0,6.4375,0,0,0.0,2
844,0,3,1,17.0,0,0,8.6625,2,0,0.0,2
845,0,3,1,42.0,0,0,7.55,2,0,0.0,2
846,0,3,1,15.479405589659006,8,2,69.55,2,10,1.0,2
847,0,3,1,35.0,0,0,7.8958,0,0,0.0,2
848,0,2,1,28.0,0,1,33.0,2,1,1.0,4
849,1,1,0,40.61703383898751,1,0,89.1042,0,1,1.0,3
850,0,3,1,4.0,4,2,31.275,2,6,1.0,0
851,0,3,1,74.0,0,0,7.775,2,0,0.0,2
852,0,3,0,9.0,1,1,15.2458,0,2,1.0,1
853,1,1,0,16.0,0,1,39.4,2,1,1.0,1
854,0,2,0,44.0,1,0,26.0,2,1,1.0,3
855,1,3,0,18.0,0,1,9.35,2,1,1.0,3
856,1,1,0,45.0,1,1,164.8667,2,2,1.0,3
857,1,1,1,51.0,0,0,26.55,2,0,0.0,2
858,1,3,0,24.0,0,3,19.2583,0,3,1.0,3
859,0,3,1,24.60836452059819,0,0,7.2292,0,0,0.0,2
860,0,3,1,41.0,2,0,14.1083,2,2,1.0,2
861,0,2,1,21.0,1,0,11.5,2,1,1.0,2
862,1,1,0,48.0,0,0,25.9292,2,0,0.0,3
863,0,3,0,17.740905264236254,8,2,69.55,2,10,1.0,1
864,0,2,1,24.0,0,0,13.0,2,0,0.0,2
865,1,2,0,42.0,0,0,13.0,2,0,0.0,3
866,1,2,0,27.0,1,0,13.8583,0,1,1.0,1
867,0,1,1,31.0,0,0,50.4958,2,0,0.0,2
868,0,3,1,26.33332473269232,0,0,9.5,2,0,0.0,2
869,1,3,1,4.0,1,1,11.1333,2,2,1.0,0
870,0,3,1,26.0,0,0,7.8958,2,0,0.0,2
871,1,1,0,47.0,1,1,52.5542,2,2,1.0,3
872,0,1,1,33.0,0,0,5.0,2,0,0.0,2
873,0,3,1,47.0,0,0,9.0,2,0,0.0,2
874,1,2,0,28.0,1,0,24.0,0,1,1.0,3
875,1,3,0,15.0,0,0,7.225,0,0,0.0,1
876,0,3,1,20.0,0,0,9.8458,2,0,0.0,2
877,0,3,1,19.0,0,0,7.8958,2,0,0.0,2
878,0,3,1,27.210377476814877,0,0,7.8958,2,0,0.0,2
879,1,1,0,56.0,0,1,83.1583,0,1,1.0,3
880,1,2,0,25.0,0,1,26.0,2,1,1.0,3
881,0,3,1,33.0,0,0,7.8958,2,0,0.0,2
882,0,3,0,22.0,0,0,10.5167,2,0,0.0,1
883,0,2,1,28.0,0,0,10.5,2,0,0.0,2
884,0,3,1,25.0,0,0,7.05,2,0,0.0,2
885,0,3,0,39.0,0,5,29.125,1,5,1.0,3
886,0,2,1,27.0,0,0,13.0,2,0,0.0,4
887,1,1,0,19.0,0,0,30.0,2,0,0.0,1
888,0,3,0,24.43199345674012,1,2,23.45,2,3,1.0,1
889,1,1,1,26.0,0,0,30.0,0,0,0.0,2
890,0,3,1,32.0,0,0,7.75,1,0,0.0,2
